개봉연도,영화 제목,별점
1999,극장판 카드캡터 사쿠라 - 마법의 카드,7.2
1999,빅 대디,6.4
1999,소년들은 불꽃을 옆에서 보고 싶었다,6
1999,부에노스 아이레스 제로 디그리,7.2
1999,경찰서를 털어라,6.3
1999,극속전설,6.1
1999,제이콥의 거짓말,6.5
1999,바람이 우리를 데려다 주리라,7.4
1999,집으로 가는 길,7.8
1999,비밀,6.8
1999,Home Sweet Home,5.6
2000,스컬스,5.6
2000,할로우 맨,5.8
2000,빌리 엘리어트,7.7
2000,미녀 삼총사,5.6
2000,스피드 4초,6.6
2000,은행나무 침대 2: 단적비연수,5.3
2000,브링 잇 온,6.1
2000,왓 위민 원트,6.4
2000,자카르타,6.5
2000,에린 브로코비치,7.4
2000,동경공략,5.8
2000,애니멀 팩토리,6.6
2000,퍼펙트 스톰,6.5
2000,패트리어트 - 늪 속의 여우,7.2
2000,블레스 더 차일드,5.1
2000,Agent Red,3.3
2000,화양연화,8.1
2000,캐스트 어웨이,7.8
2000,와호장룡,7.9
2000,공동경비구역 JSA,7.7
2000,언더 서스피션,6.4
2000,버티칼 리미트,5.9
2000,타인의 취향,7.2
2000,시월애,7.5
2000,아름다운 세상을 위하여,7.2
2000,커먼 웰스,7.2
2000,파인딩 포레스터,7.3
2000,반칙왕,6.7
2000,동감,7
2000,왓쳐,5.3
2000,플란다스의 개,6.9
2000,6번째 날,5.9
2000,이삭줍는 사람들과 나,7.7
2000,그녀를 보기만 해도 알 수 있는 것,6.4
2000,스몰 타임 크룩스,6.6
2000,너스 베티,6.3
2000,밀리언 달러 호텔,5.7
2000,초콜렛,7.2
2000,원피스 극장판: 황금의 대해적 우난,6.6
2000,패밀리 맨,6.8
2000,Delta Force One: The Lost Patrol,2.7
2000,기프트,6.7
2000,칠판,6.8
2000,왕의 춤,6.9
2000,하피,3.9
2000,메멘토,8.4
2000,젠 엑스 캅 2 - 젠 와이 캅,4.6
2000,니딩 유,6.8
2000,프리퀀시,7.4
2000,나비가 날개를 펄럭이면,6.7
2000,소친친,6.2
2000,신혼여행,4.3
2000,결전,5.8
2000,날수회춘,5.8
2000,십이야,6.7
2000,글래디에이터,8.5
2000,신투차세대,5.2
2001,봄날은 간다,7
2001,카우보이 비밥: 천국의 문,7.9
2001,"너는 찍고, 나는 쏘고",7.4
2001,잔 다라,6
2001,러브 인 아프리카,7.5
2001,인디안 썸머,6.4
2001,냉정과 열정사이,6.6
2001,케이트 & 레오폴드,6.4
2001,번지점프를 하다,6.9
2001,칸다하르,6.8
2001,알리,6.7
2001,엑시덴탈 스파이,5.8
2001,러브 온 다이어트,6.5
2001,기사 윌리엄,7
2001,라이딩 위드 보이즈,6.5
2001,에너미 앳 더 게이트,7.5
2001,위대한 비상,7.9
2001,판타스틱 소녀백서,7.3
2001,노 맨스 랜드,7.9
2001,웨딩 플래너,5.3
2001,친구,7.2
2001,아들의 방,7.3
2001,고양이를 부탁해,7.1
2001,머스킷티어,4.7
2001,반지의 제왕: 반지 원정대,8.8
2001,구룡빙실: 사생무회,6.3
2001,고,7.4
2001,절세호브라,6
2001,오션스 일레븐,7.7
2001,케이-팩스,7.4
2001,나도 아내가 있었으면 좋겠다,6.4
2001,파이널 판타지: 스피릿 위딘,6.4
2001,에어 레이지,5.3
2001,세렌디피티,6.8
2001,엽기적인 그녀,8
2001,좋은걸 어떡해,5.2
2001,코렐리의 만돌린,5.9
2001,금발이 너무해,6.4
2001,BLACK DOOR : 검은 문,5.2
2001,스파이 게임,7.1
2001,한니발,6.8
2001,소림축구,7.3
2001,에이 아이,7.2
2001,파이란,7.5
2001,와니와 준하,6.8
2001,13 고스트,5.6
2001,The Firefly,6.1
2001,파라파라 사쿠라,5.7
2001,아이 엠 샘,7.6
2001,씨커,3.5
2001,눈물,6.1
2001,에볼루션,6.1
2001,디 오더,4.6
2001,뷰티풀 마인드,8.2
2001,블랙 호크 다운,7.7
2001,Beneath Loch Ness,3.2
2001,천사몽,3.4
2001,와사비 : 레옹 파트2,6.6
2001,도라에몽: 진구와 날개의 용사들,6.9
2001,촉산전,5.1
2001,조폭 마누라,6.3
2001,이누야샤 극장판 1: 시대를 초월하는 마음,7.2
2001,종무염,6.2
2001,고스포드 파크,7.2
2001,릴리 슈슈의 모든 것,7.5
2001,7인의 새벽,5
2002,목격자,5.4
2002,좋은 사람 있으면 소개시켜줘,5.8
2002,칼라스 포에버,6.4
2002,굳세어라 금순아,6.4
2002,역고력고신년재,6.7
2002,러브 인 맨하탄,5.4
2002,800 블렛,6.3
2002,이너프,5.1
2002,아좌안견도귀,6.7
2002,아가유일척하동사,5.9
2002,아프리카,5.1
2002,"화장실, 어디에요?",5.5
2002,남자들이 모르는 은밀한 것들,6
2002,빌로우,6.1
2002,Kumiso,3.2
2002,트리플 엑스,5.8
2002,블리트,5.9
2002,남색대문,7.4
2002,신찰사매,6.6
2002,남자 태어나다,4.8
2002,레이디스 앤 젠틀맨,6.1
2002,아들,7.5
2002,미스터 디즈,5.8
2002,어느날 그녀에게 생긴 일,5.8
2002,2001년 09월 11일,6.9
2002,2424,4.8
2002,집으로...,7.7
2002,생활의 발견,7.3
2002,네스트,6.7
2002,못말리는 이혼녀,5.3
2002,YMCA 야구단,6.4
2002,별의 목소리,7
2002,버터플라이,7.1
2002,성냥팔이 소녀의 재림,5.5
2002,일단 뛰어,5.8
2002,챔피언,6.5
2002,무한부활,6.3
2002,천하무쌍,7
2002,유아독존,4.9
2002,리플리스 게임,6.6
2002,과거가 없는 남자,7.6
2002,남혈인,3.9
2002,네이키드 웨폰,5.5
2002,몽정기,5.4
2002,마리 이야기,6.5
2002,노 굿 디드,5.4
2002,중독,6.8
2002,"버스, 정류장",6.1
2002,흉택유령,4.5
2002,8 마일,7.2
2002,황혼의 사무라이,8.1
2002,도그 솔저스,6.8
2002,오버 더 레인보우,7
2002,시카고,7.2
2002,위 워 솔저스,7.2
2002,본 아이덴티티,7.8
2002,패닉 룸,6.8
2002,어댑테이션,7.7
2002,이퀼리브리엄,7.3
2002,천년여우,7.8
2002,연애소설,7.2
2002,마이너리티 리포트,7.6
2002,피아니스트,8.5
2002,검은 물 밑에서,6.7
2002,K-19: 위도우메이커,6.7
2002,디 아워스,7.5
2002,펀치 드렁크 러브,7.3
2002,캐치 미 이프 유 캔,8.1
2002,영웅,7.9
2002,무간도,8
2002,스파이더맨,7.4
2003,아이덴티티,7.3
2003,터미네이터 3: 라이즈 오브 더 머신,6.3
2003,블루,5.4
2003,코드 46,6.1
2003,베이직,6.4
2003,영어완전정복,6.5
2003,미스틱 리버,7.9
2003,모나리자 스마일,6.5
2003,스캔들: 조선남녀상열지사,6.9
2003,업타운 걸스,6.2
2003,쉐이드,6.3
2003,밝은 미래,6.7
2003,주온 2,6.3
2003,튜브,5.4
2003,위대한 유산,5.9
2003,남남북녀,4.7
2003,실비아,6.3
2003,메달리온,5.2
2003,행운초인,5.7
2003,웨일 라이더,7.5
2003,러브 미 이프 유 데어,7.5
2003,PTU,7
2003,나비,5.6
2003,해피 에로 크리스마스,4.1
2003,최후의 만찬,5.3
2003,쌍웅,5.8
2003,연애사진,6.3
2003,달콤한 악마의 유혹,5.4
2003,내츄럴 시티,5.7
2003,무적의 소림쿵푸 마스터,6.6
2003,"장화, 홍련",7.1
2003,스쿨 오브 락,7.2
2003,화성으로 간 사나이,5.9
2003,살인의 추억,8.1
2003,벨리 오브 비스트,3.9
2003,천방지축,5.2
2003,백년호합,5.5
2003,빅 피쉬,8
2003,인터미션,6.8
2003,실미도,7
2003,망불료,7.3
2003,샤이닝 스타,5.3
2003,실억계녀왕,5
2003,저일점적천공,5
2003,10일 안에 남자 친구에게 차이는 법,6.5
2003,첫사랑 사수 궐기대회,5.4
2003,절종철금강,5
2003,강아지 똥,6.6
2003,"굿바이, 레닌",7.7
2003,런 투 유,4.6
2003,천년호,5.8
2003,S.W.A.T. 특수기동대,6
2003,Me,7.2
2003,거울 속으로,6.4
2003,질투는 나의 힘,6.4
2003,위험한 사돈,6
2003,봄 여름 가을 겨울 그리고 봄,8
2003,서극의 뱀파이어 헌터,4.7
2003,선택,6.9
2003,베른의 기적,6.7
2003,갈갈이 패밀리와 드라큐라,4.5
2003,트윈 이펙트,5.5
2003,비디오를 보는 남자,6.6
2003,터치 오브 스파이스,7.5
2003,와일드 영,7.7
2003,웰컴 투 더 정글,6.6
2003,대디 데이 케어,5.6
2003,데어데블,5.3
2003,더 로드,6.5
2003,클래식,7.8
2003,마들렌,6.2
2003,고티카,5.8
2003,봄날의 곰을 좋아하세요?,5.9
2003,오! 브라더스,6
2003,착신아리,6.2
2003,진주 귀걸이를 한 소녀,6.9
2003,선생 김봉두,6.5
2003,콜드 마운틴,7.2
2003,아웃 오브 타임,6.5
2003,다운 위드 러브,6.3
2003,4인용 식탁,5.7
2003,"조제, 호랑이 그리고 물고기들",7.3
2003,동갑내기 과외하기,6.5
2003,태양의 눈물,6.6
2003,똥개,6.2
2003,헐크,5.6
2003,피터 팬,6.8
2003,왓 어 걸 원츠,5.8
2003,배틀 로얄 2: 레퀴엠,4.6
2003,아따맘마 극장판,6.4
2004,뽀로로의 대모험,6.6
2004,스파르탄,6.5
2004,크림슨 리버 2: 요한 계시록의 천사들,6
2004,레트로그레이드,3.1
2004,까불지마,5.3
2004,슈렉 2,7.3
2004,맨 온 파이어,7.7
2004,하류인생,6
2004,다이렉트 액션,5
2004,아라한 장풍 대작전,6.6
2004,시실리 2km,6.4
2004,나인 송즈,4.7
2004,오르페브르 36번가,7.1
2004,캐산,6
2004,진저 스냅 3,5.8
2004,패션 오브 크라이스트,7.2
2004,불량공주 모모코,7.2
2004,래더 49,6.5
2004,인형사,5.7
2004,늑대의 유혹,6.2
2004,세상의 중심에서 사랑을 외치다,7.2
2004,천국의 책방 – 연화,6.5
2004,에비에이터,7.5
2004,신석기 블루스,6.2
2004,말죽거리 잔혹사,7.4
2004,스텝포드 와이프,5.3
2004,완벽한 그녀에게 딱 한가지 없는 것,6.3
2004,어린 신부,7
2004,"구름의 저편, 약속의 장소",7
2004,오페라의 유령,7.2
2004,스파이더맨 2,7.5
2004,브리짓 존스의 일기: 열정과 애정,6
2004,썸,6
2004,용호방,6.9
2004,첫 키스만 50번째,6.8
2004,셔터,7
2004,고독이 몸부림칠 때,5.6
2004,화이트 칙스,5.8
2004,머시니스트,7.6
2004,어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장,6.2
2004,천하무적,7.2
2004,돌려차기,6
2004,The Assassination of Richard Nixon,6.9
2004,요시노 이발관,6.6
2004,쿵푸 허슬,7.7
2004,가족,7.1
2004,슈퍼스타 감사용,6.9
2004,베니스의 상인,7
2004,꽃피는 봄이 오면,7.1
2004,더티 댄싱 - 하바나 나이트,5.9
2004,령,6
2004,그녀를 믿지 마세요,7
2004,여자는 남자의 미래다,6.4
2004,이터널 선샤인,8.3
2004,"지금, 만나러 갑니다",7.8
2004,헬보이,6.8
2004,스타스키와 허치,6.1
2004,퀼,7.1
2004,나폴라,7.4
2004,내 남자의 로맨스,5.9
2004,연정고급,5.6
2004,워킹 톨,6.3
2004,알포인트,6.2
2004,마지막 늑대,5.6
2004,저지 걸,6.2
2004,태극기 휘날리며,8
2004,안녕! 유에프오,6
2004,귀마광상곡,5.3
2004,인어공주,6.6
2004,사랑에 빠지는 아주 특별한 법칙,5.8
2004,러브 인 클라우즈,6.5
2004,아무도 모른다,8
2004,"쓰리, 몬스터",6.9
2004,내 머리 속의 지우개,8.1
2004,효자동 이발사,6.9
2004,백 투 가야,5.1
2004,퀸카로 살아남는 법,7.1
2004,귀신이 산다,6.2
2004,신데렐라 스토리,5.9
2004,하나와 앨리스,7.2
2004,화도대전,4.8
2004,목포는 항구다,5.5
2004,카페 뤼미에르,6.8
2004,클레멘타인,3
2004,우리 형,7
2004,보글보글 스폰지밥,7.1
2004,바람의 파이터,6.9
2004,터미널,7.4
2004,씨 인사이드,8
2004,쏘우,7.6
2004,애플시드,6.9
2004,마인드 게임,7.7
2004,알렉산더,5.6
2004,녹차의 맛,7.6
2004,랜드 오브 플렌티,6.4
2004,싱크 앤 라이즈,6.2
2004,바람의 전설,6.7
2004,쉘 위 댄스,6.2
2004,네버랜드를 찾아서,7.6
2004,이프 온리,7
2004,아는 여자,7
2005,메종 드 히미코,7
2005,찰리와 초콜릿 공장,6.7
2005,다섯은 너무 많아,6.7
2005,비자소,5
2005,웰컴 투 동막골,7.6
2005,나나,7
2005,유령 신부,7.4
2005,시노비,6.8
2005,프루프,6.7
2005,미스터 주부 퀴즈왕,6.2
2005,친구로 남기를 바래,6
2005,쏘우 2,6.6
2005,렌트,6.8
2005,창궁의 파프너 - RIGHT OF LEFT (OVA),6.8
2005,말아톤,7.7
2005,파송송 계란탁,5.8
2005,배트맨 비긴즈,8.2
2005,콘스탄틴,7
2005,역전의 명수,5.5
2005,대정전의 밤에,6.8
2005,드리머,6.8
2005,XXX홀릭 극장판: 한여름 밤의 꿈,7.2
2005,스텔스,5.1
2005,미스터 히치: 당신을 위한 데이트 코치,6.6
2005,잠복근무,6.2
2005,빅 화이트,6.3
2005,형사,5.8
2005,키다리 아저씨,6.3
2005,강력 3반,5.6
2005,여고괴담 4: 목소리,6.2
2005,우주전쟁,6.5
2005,플루토에서 아침을,7.2
2005,맹룡,5.3
2005,토니 타키타니,7.2
2005,오만과 편견,7.8
2005,그때 그 사람들,6.9
2005,가발,5.4
2005,청바지 돌려입기,6.5
2005,태극권,7.2
2005,브로크백 마운틴,7.7
2005,그녀는 요술쟁이,4.8
2005,히든,7.3
2005,나의 결혼 원정기,6.3
2005,안소니 짐머,6.5
2005,카포티,7.3
2005,킨키 부츠,7.1
2005,저스트 프렌드,6.2
2005,무영검,6.4
2005,키핑 멈,6.8
2005,"여자, 정혜",6.9
2005,야수와 미녀,6.5
2005,간 큰 가족,6
2005,뻔뻔한 딕 & 제인,6.2
2005,마파도,6.1
2005,바라만 본다,5.5
2005,아이콘,6.4
2005,청연,6.9
2005,전설의 검,4.4
2005,스테이,6.7
2005,사랑니,5.4
2005,태풍,5.7
2005,그림 형제,5.9
2005,아오이 유우의 편지,6.3
2005,내 심장이 건너뛴 박동,7.2
2005,오징어와 고래,7.3
2005,호스티지,6.5
2005,파이널 판타지 VII: 어드벤트 칠드런,7.2
2005,너는 내 운명,7
2005,아미티빌 호러,5.9
2005,가문의 위기,5.8
2005,이니셜 D,6.3
2005,카오스,6.4
2005,다섯 번째 계절,5.5
2005,용서받지 못한 자,6.8
2005,광식이 동생 광태,6.6
2005,사랑해... 말순씨,7.8
2005,내 생애 가장 아름다운 일주일,6.8
2005,킹콩,7.2
2005,게스 후?,5.9
2005,"안녕, 형아",7.1
2005,서울공략,5.5
2005,달콤한 인생,7.5
2005,장한가,5.6
2005,호랑이와 눈,7
2005,B형 남자친구,5.6
2005,공공의 적 2,6
2005,왕의 남자,7.3
2005,깃,7.2
2005,연애술사,6.2
2005,엄마,6.5
2005,태풍태양,5.9
2005,"소년, 천국에 가다",6.4
2005,슈팅 갤러리,4.7
2005,부기맨,4.2
2005,"아르헨티나여, 나를 위해 울어주나요?",7.3
2005,우리개 이야기,6.8
2005,마법의 회전목마,5.2
2005,거칠마루,5.7
2005,자투라: 스페이스 어드벤쳐,6.2
2005,미스터 & 미세스 스미스,6.5
2005,리틀 맨하탄,7.4
2005,게이샤의 추억,7.3
2005,작업의 정석,6
2005,박수칠 때 떠나라,6.2
2005,목두기 비디오,6.7
2005,"이대로, 죽을 순 없다",6.3
2005,거북이는 의외로 빨리 헤엄친다,6.5
2005,마다가스카,6.9
2005,웨딩 데이트,6.1
2005,아일랜드,6.8
2005,성룡의 신화,6.1
2005,분홍신,5.8
2005,매치 포인트,7.6
2005,"키리쿠, 키리쿠",6.6
2005,사랑은 타이밍!,7
2005,뮌헨,7.5
2006,아치와 씨팍,6.8
2006,포 미니츠,7.3
2006,내일의 기억,7.5
2006,해바라기,7.2
2006,달콤한 열여섯,7
2006,마이 캡틴 김대출,5.8
2006,각설탕,6.5
2006,호로비츠를 위하여,6.7
2006,카핑 베토벤,6.7
2006,"다만, 널 사랑하고 있어",7.4
2006,도마뱀,6.9
2006,BB프로젝트,6.6
2006,야연,6.4
2006,겁나는 여친의 완벽한 비밀,5.2
2006,알라트리스테,6.1
2006,영광의 날들,7
2006,순간 그리고 순간: 디지털 삼인삼색2006,7.1
2006,싸움의 기술,6.6
2006,이사벨라,7.1
2006,미스 포터,7
2006,용호문,6.1
2006,고야의 유령,6.9
2006,박사가 사랑한 수식,7.4
2006,한반도,4.9
2006,아주르와 아스마르,7.4
2006,하프 넬슨,7.1
2006,위대한 탄생,6.8
2006,열혈남아,7
2006,잔혹한 출근,6.2
2006,다리,7.2
2006,투사부일체,5.6
2006,레스큐 던,7.3
2006,거룩한 계보,6.2
2006,해피 피트,6.4
2006,데스노트,7.5
2006,극장판 블리치 1：메모리즈 오브 노바디,7.1
2006,보이 걸 씽,6.2
2006,울트라바이올렛,4.3
2006,일루셔니스트,7.5
2006,페인티드 베일,7.4
2006,섹슈얼 네이처,6
2006,백만장자의 첫사랑,7.2
2006,삼거리 극장,6.4
2006,텐 아이템 오어 레스,6.5
2006,라파예트,6.5
2006,불꽃놀이,7.6
2006,그해 여름,7.3
2006,조용한 세상,6.7
2006,Mr. 로빈 꼬시기,6.5
2006,귀향,7.6
2006,올드 미스 다이어리 극장판,6.5
2006,바나자,7.2
2006,흡혈형사 나도열,5.1
2006,눈부신 하루,6.5
2006,일본침몰,5.6
2006,플라이 대디,6.6
2006,구미호 가족,6.3
2006,어느날 갑자기 첫번째 이야기: 2월 29일,5.5
2006,국경의 남쪽,6.7
2006,유레루,7.1
2006,"모두들, 괜찮아요?",5.9
2006,동,6.4
2006,사랑할 때 이야기하는 것들,5.9
2006,The Unseeable,6.8
2006,다섯 개의 시선,6.6
2006,썬데이 서울,5.5
2006,구세주,5.2
2006,Monopoly,5.5
2006,Puzzlehead,5.6
2006,미이라 비기닝 - 투탕카멘 무덤의 저주,4.3
2006,발렛,6.6
2006,최애여인구물광,5.3
2006,방문자,7.2
2006,두 얼간이 2,5.5
2006,뾰루지,7.1
2006,"사랑하니까, 괜찮아",5.6
2006,천하장사 마돈나,6.6
2006,하프 라이트,6
2006,굿 캅 배드 캅,6.5
2006,천재도둑 미스터A,6.5
2006,오래된 정원,6.5
2006,마음이...,7.5
2006,해변의 여인,6.8
2006,명탐정 코난: 작별까지의 프롤로그,6.5
2006,스타트 포 텐,6.7
2006,묵공,6.7
2006,나루토 극장판 3기-대흥분! 초승달섬의 애니멀소동,6.3
2006,황혼의 빛,6.8
2006,중천,6.2
2006,파리의 연인들,6.7
2006,하루,6.7
2006,잘나가는 그녀에게 왜 애인이 없을까,6.2
2006,눈물이 주룩주룩,6.7
2006,허니와 클로버,6.4
2006,무지개 여신,7.3
2006,결혼하고도 싱글로 남는 법,6.7
2006,태양의 노래,7.1
2006,누가 그녀와 잤을까?,5.8
2006,맨발의 기봉이,6.6
2006,하나,7.1
2006,생날선생,4
2006,사랑을 놓치다,6
2006,싸이보그지만 괜찮아,7
2006,가족의 탄생,7
2006,Last Scene,7.1
2006,더 폴: 오디어스와 환상의 문,7.8
2006,아버지의 깃발,7.1
2006,시간을 달리는 소녀,7.7
2006,판의 미로: 오필리아와 세개의 열쇠,8.2
2006,스텝 업,6.5
2006,마리 앙투아네트,6.5
2006,파프리카,7.7
2006,행복을 찾아서,8
2006,호스텔,5.9
2006,다빈치 코드,6.6
2006,라스트 홀리데이,6.5
2006,타인의 삶,8.4
2006,우리들의 행복한 시간,7.4
2006,천년을 흐르는 사랑,7.2
2006,칠드런 오브 맨,7.9
2006,클릭,6.4
2006,괴물,7.1
2006,라디오 스타,7
2006,카모메 식당,7.2
2006,로맨틱 홀리데이,6.9
2006,혐오스런 마츠코의 일생,7.8
2006,브이 포 벤데타,8.2
2006,이오지마에서 온 편지,7.8
2006,프레스티지,8.5
2006,더 퀸,7.3
2006,디파티드,8.5
2006,미녀는 괴로워,6.7
2006,드림걸즈,6.6
2006,행운을 돌려줘!,5.4
2007,바르게 살자,7.3
2007,레저베이션 로드,6.6
2007,어웨이크,6.5
2007,헤어스프레이,6.7
2007,1번가의 기적,6.5
2007,므이,5.7
2007,권순분 여사 납치사건,6
2007,열한번째 엄마,6.6
2007,도쿄 타워,7.4
2007,더 챔프: 분노의 주먹,6.7
2007,찰리 바틀렛,6.9
2007,배터리,6.3
2007,만남의 광장,6.1
2007,"연공: 안녕, 사랑하는 모든 것",6.8
2007,사랑,6.6
2007,데스 디파잉: 어느 마술사의 사랑,5.8
2007,남아본색,6.7
2007,이브닝,6.4
2007,명탐정 코난: 검은 조직과의 대결,6.2
2007,밴드 비지트: 어느 악단의 조용한 방문,7.5
2007,식코,8
2007,학교 가는 길,7.3
2007,그놈 목소리,6.7
2007,복면달호,7
2007,마지막 군단,5.4
2007,친밀한 적,6.9
2007,황진이,6.3
2007,헨젤과 그레텔,6.7
2007,허브,6.4
2007,그 여자 작사 그 남자 작곡,6.5
2007,스파이더맨 3,6.3
2007,애니 레보비츠: 렌즈를 통해 들여다본 삶,6.6
2007,나는 전설이다,7.2
2007,해부학 교실,5.4
2007,도로로,6.4
2007,천년학,6.6
2007,밀양,7.5
2007,내겐 너무 사랑스러운 그녀,7.3
2007,트레이드,7.3
2007,아들,7
2007,사랑방 선수와 어머니,6.2
2007,블러드 카,5.2
2007,우아한 세계,6.8
2007,쏜다,6.7
2007,"이대근, 이댁은",6.3
2007,별빛 속으로,5.9
2007,"Hello, Stranger",7
2007,내 남자는 바람둥이,5.4
2007,언니가 간다,5.9
2007,경의선,6.2
2007,두 얼굴의 여친,6.5
2007,Spring 1941,5.9
2007,내 생애 최악의 남자,5.3
2007,인투 더 와일드,8.1
2007,싸움,5.8
2007,최강 로맨스,5.5
2007,A Broken Life,4.9
2007,무간도 4 - 문도,7.2
2007,조디악,7.7
2007,맨 프럼 어스,7.8
2007,슈퍼배드,7.6
2007,C+ 탐정,6.5
2007,Care Bears: Oopsy Does It!,4.5
2007,블라인드,7.2
2007,마이클 클레이튼,7.2
2007,표행천하 : 신무대포,6.5
2007,표행천하 : 칠성단연,6.5
2007,Backkom-eui Mug-jan Yeo-haeng,4.2
2007,꿈속에서,5.2
2007,"괜찮아, 울지마",6.9
2007,도화지,7.1
2007,내가 정말 미소짓고 있었을까,7.5
2007,쌍자신투,5.2
2007,파란 자전거,7
2007,우리에게 내일은 없다,5.5
2007,포도나무를 베어라,6.1
2007,트랜스포머,7
2007,아내의 애인을 만나다,6.2
2007,판타스틱 자살소동,6.3
2007,아버지를 마지막으로 본 것은 언제입니까?,6.8
