개봉연도,영화 제목,별점
2007,호스텔 2,5.5
2007,비커밍 제인,7
2007,라따뚜이,8.1
2007,골든 에이지,6.8
2007,네이키드 피어,5.1
2007,히트맨,6.2
2007,미스터 빈의 홀리데이,6.4
2007,굿 럭 척,5.6
2007,척 앤 래리,5.9
2007,퍼펙트 스트레인저,5.7
2007,타임크라임,7.1
2007,다즐링 주식회사,7.2
2007,사랑,6.6
2007,심슨 가족: 더 무비,7.3
2007,선샤인,7.2
2007,트랜스포머,7
2007,권순분 여사 납치사건,6
2007,못말리는 결혼,6.1
2007,거침없이 쏴라! 슛 뎀 업,6.6
2007,브레이브 원,6.7
2007,행복,7
2007,스파이더맨 3,6.3
2007,산타는 괴로워,5.6
2007,그놈 목소리,6.7
2007,28주 후,6.9
2007,플로리스,6.7
2007,검은 집,6.1
2007,색즉시공 시즌 2,6
2007,서핑 업,6.7
2007,명장,7
2007,수,6
2007,궁녀,6.3
2007,사랑의 레시피,6.3
2007,전학생,6.8
2007,좋지 아니한가,6.7
2008,이리,5.8
2008,마이 뉴 파트너,5.4
2008,허밍,6.2
2008,봄에 피어나다,5.9
2008,마녀의 관,5.6
2008,Bone Eater,3.1
2008,작은 영웅 데스페로,6.1
2008,당신이 잠든 사이에,5.2
2008,Fetish,4.9
2008,잃어버린 도시,4
2008,트로피컬 마닐라,5.8
2008,팀퍼틸 아이들,5.8
2008,Life Is Cool,6.8
2008,플라이 미 투 더 문,4.5
2008,유어 프렌즈,6.7
2008,잃어버린 세계 - 지구속으로,4
2008,월드워: 좀비의 공습,2.6
2008,아기와 나,6.5
2008,모던 보이,6
2008,나는 행복합니다,6.2
2008,"괜찮아, 정말 괜찮아",6.9
2008,베이비 마마,6
2008,콜링 인 러브,6.1
2008,바보,7.3
2008,그녀들의 방,6.9
2008,장례식의 멤버,6.4
2008,"여름, 속삭임",5.7
2008,스페어,5.9
2008,포에버 스트롱,7.1
2008,가져선 안될 비밀,6.9
2008,아버지와 마리와 나,5.3
2008,캠퍼스 킬러,5.7
2008,딜-투페어,5.3
2008,Jake's Corner,5.8
2008,푸치니의 여인,6.2
2008,학생회장 암살하기,6.2
2008,축구의 신: 마라도나,6.7
2008,The Last Deadly Mission,6.6
2008,레볼루션 아일랜드,5.1
2008,울학교 이티,5.9
2008,달콤한 거짓말,6.2
2008,뜨거운 것이 좋아,5.9
2008,패밀리마트,6.8
2008,무용,6.5
2008,My Friend & His Wife,6.2
2008,리포! 더 제네틱 오페라,6.4
2008,슈퍼맨이었던 사나이,7.3
2008,겟 썸,6.5
2008,체 게바라: 1부 아르헨티나,7.2
2008,걸어도 걸어도,7.9
2008,볼트,6.8
2008,24 시티,7.1
2008,옹박: 더 레전드,6.2
2008,호튼,6.8
2008,점퍼,6.1
2008,트럭,6.2
2008,사람 만들기,6.8
2008,리버풀,6.4
2008,닉과 노라의 인피니트 플레이리스트,6.6
2008,사랑후에 남겨진 것들,7.6
2008,더 게임,6.6
2008,중경,5.7
2008,세븐 파운즈,7.6
2008,비스티 보이즈,5.6
2008,파인애플 익스프레스,6.9
2008,착신아리: 원 미스 콜,4
2008,원티드,6.7
2008,스텝 브라더스,6.9
2008,굿바이,8
2008,특수부대: 정글의 전쟁,4.7
2008,해프닝,5
2008,루인스,5.9
2008,스트리트 킹,6.8
2008,신기전,6.1
2008,쿼런틴,5.9
2008,나의 특별한 사랑이야기,7.1
2008,인크레더블 헐크,6.6
2008,월•E,8.4
2008,과속스캔들,7.2
2008,멋진 하루,7
2008,뮤턴트 : 다크 에이지,5.2
2008,쏘우 5,5.8
2008,27번의 결혼리허설,6.1
2008,트랜스포터 : 라스트 미션,6.1
2008,제독의 연인,6.7
2008,"알로, 슈티",7.1
2008,맥스 페인,5.3
2008,나니아 연대기: 캐스피언 왕자,6.5
2008,할리우드 폭로전,5.6
2008,무방비 도시,6.2
2008,섹스 앤 더 시티,5.7
2008,아이언맨,7.9
2008,슬럼독 밀리어네어,8
2008,이글 아이,6.6
2008,Milk,7.5
2008,세라핀,7.4
2008,맨 온 와이어,7.7
2008,둠스데이: 지구 최후의 날,5.9
2008,"좋은 놈, 나쁜 놈, 이상한 놈",7.2
2008,21,6.8
2008,지구가 멈추는 날,5.5
2008,오스트레일리아,6.6
2008,아내가 결혼했다,5.5
2008,허트 로커,7.5
2008,체 게바라: 2부 게릴라,6.8
2008,"레이첼, 결혼하다",6.7
2008,피메일 에이전트,6.7
2008,아웃랜더,6.2
2008,엑스 파일:  나는 믿고 싶다,5.9
2008,레지던트 이블: 디제너레이션,6.4
2008,남주기 아까운 그녀,5.8
2008,베드타임 스토리,6
2008,4번의 크리스마스,5.7
2008,클로버필드,7
2008,Selfless,4.6
2008,프로스트 VS 닉슨,7.7
2008,밴티지 포인트,6.6
2008,바빌론  A.D.,5.6
2008,헝거,7.5
2008,당신을 오랫동안 사랑했어요,7.6
2008,의로운 살인,6
2008,마다가스카 2,6.6
2008,핸콕,6.4
2008,욕망의 대지,6.7
2008,레더헤즈,6
2008,잃어버린 세계를 찾아서,5.8
2008,럭키 원스,6.9
2008,말리와 나,7
2008,트로픽 썬더,7.1
2008,스파이더위크가의 비밀,6.5
2008,번 애프터 리딩,7
2008,달려라 자전거,6.1
2008,라스베가스에서만 생길 수 있는 일,6.1
2008,미러,6.1
2008,S 중독자의 고백,5.7
2008,오텁시,5
2008,스피드 레이서,6.1
2008,그랜 토리노,8.1
2008,나의 스캔들,6
2008,겟 스마트,6.5
2008,노크: 낯선 자들의 방문,6.1
2008,영화는 영화다,7
2008,쿵푸팬더,7.6
2008,트와일라잇,5.3
2008,프롬 나이트,3.9
2008,미인도,6.3
